image_paths,title,price,post_url,location
"images\listing_121_image_1.png_20240927_184240.png, images\listing_121_image_2.png_20240927_184241.png, images\listing_121_image_3.png_20240927_184243.png, images\listing_121_image_4.png_20240927_184244.png, images\listing_121_image_5.png_20240927_184246.png, images\listing_121_image_6.png_20240927_184247.png, images\listing_121_image_7.png_20240927_184249.png",APARTMENT FOR RENT‼️,"PHP8,000",https://www.facebook.com/marketplace/item/845831627763736/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Taguig City, NCR"
"images\listing_122_image_1.png_20240927_184255.png, images\listing_122_image_2.png_20240927_184257.png, images\listing_122_image_3.png_20240927_184258.png, images\listing_122_image_4.png_20240927_184300.png, images\listing_122_image_5.png_20240927_184301.png, images\listing_122_image_6.png_20240927_184303.png, images\listing_122_image_7.png_20240927_184305.png",1 Bed 1 Bath Apartment/condo,"PHP28,000",https://www.facebook.com/marketplace/item/3478789259078944/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_123_image_1.png_20240927_184312.png, images\listing_123_image_2.png_20240927_184313.png",Apartment for Sale,PHP16,https://www.facebook.com/marketplace/item/1097025808607592/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_124_image_1.png_20240927_184322.png, images\listing_124_image_2.png_20240927_184323.png, images\listing_124_image_3.png_20240927_184325.png, images\listing_124_image_4.png_20240927_184327.png",1 Bed 1 Bath Apartment/condo,PHP35,https://www.facebook.com/marketplace/item/6780947872029790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_125_image_1.png_20240927_184333.png, images\listing_125_image_2.png_20240927_184334.png, images\listing_125_image_3.png_20240927_184336.png, images\listing_125_image_4.png_20240927_184337.png, images\listing_125_image_5.png_20240927_184339.png, images\listing_125_image_6.png_20240927_184340.png",2 Beds 1 Bath Apartment/condo,"PHP26,000",https://www.facebook.com/marketplace/item/2839359232870274/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasig, NCR"
"images\listing_126_image_1.png_20240927_184348.png, images\listing_126_image_2.png_20240927_184349.png, images\listing_126_image_3.png_20240927_184351.png",2 storey apartment for rent,"PHP8,500",https://www.facebook.com/marketplace/item/1978266789282073/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_127_image_1.png_20240927_184401.png, images\listing_127_image_2.png_20240927_184402.png",5 STOREY APARTMENT BUILDING FOR SALE,PHP23,https://www.facebook.com/marketplace/item/940889311197167/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_128_image_1.png_20240927_184408.png, images\listing_128_image_2.png_20240927_184410.png, images\listing_128_image_3.png_20240927_184411.png, images\listing_128_image_4.png_20240927_184413.png, images\listing_128_image_5.png_20240927_184414.png, images\listing_128_image_6.png_20240927_184416.png",Studio 1 Bath Apartment/condo,"PHP11,000",https://www.facebook.com/marketplace/item/421430197628547/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_129_image_1.png_20240927_184423.png, images\listing_129_image_2.png_20240927_184424.png, images\listing_129_image_3.png_20240927_184426.png, images\listing_129_image_4.png_20240927_184427.png, images\listing_129_image_5.png_20240927_184429.png",Condo sharing - fully furnished - MOVE IN ASAP,"PHP7,000",https://www.facebook.com/marketplace/item/1623969594827701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasig, NCR"
"images\listing_130_image_1.png_20240927_184435.png, images\listing_130_image_2.png_20240927_184437.png, images\listing_130_image_3.png_20240927_184438.png, images\listing_130_image_4.png_20240927_184439.png",Apartment for sale,PHP23,https://www.facebook.com/marketplace/item/1182478903049360/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_131_image_1.png_20240927_184447.png, images\listing_131_image_2.png_20240927_184449.png, images\listing_131_image_3.png_20240927_184450.png, images\listing_131_image_4.png_20240927_184452.png, images\listing_131_image_5.png_20240927_184453.png, images\listing_131_image_6.png_20240927_184455.png, images\listing_131_image_7.png_20240927_184457.png, images\listing_131_image_8.png_20240927_184458.png",1 Bed 1 Bath Apartment/condo,"PHP46,000",https://www.facebook.com/marketplace/item/1071056721249613/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_132_image_1.png_20240927_184539.png, images\listing_132_image_2.png_20240927_184543.png, images\listing_132_image_3.png_20240927_184544.png, images\listing_132_image_4.png_20240927_184546.png, images\listing_132_image_5.png_20240927_184547.png, images\listing_132_image_6.png_20240927_184549.png, images\listing_132_image_7.png_20240927_184550.png, images\listing_132_image_8.png_20240927_184552.png, images\listing_132_image_9.png_20240927_184554.png, images\listing_132_image_10.png_20240927_184555.png",big apartment BMA near quezon ave,PHP45,https://www.facebook.com/marketplace/item/537568652269444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_133_image_1.png_20240927_184601.png, images\listing_133_image_2.png_20240927_184603.png, images\listing_133_image_3.png_20240927_184605.png, images\listing_133_image_4.png_20240927_184606.png, images\listing_133_image_5.png_20240927_184608.png",Studio 1 Bath Apartment/condo,"PHP13,000",https://www.facebook.com/marketplace/item/998796131946428/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_134_image_1.png_20240927_184615.png, images\listing_134_image_2.png_20240927_184617.png, images\listing_134_image_3.png_20240927_184618.png, images\listing_134_image_4.png_20240927_184620.png, images\listing_134_image_5.png_20240927_184621.png",APARTMENT FOR RENT,"PHP4,500",https://www.facebook.com/marketplace/item/853031467010518/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Carmona, PH-40"
"images\listing_135_image_1.png_20240927_184631.png, images\listing_135_image_2.png_20240927_184633.png, images\listing_135_image_3.png_20240927_184634.png, images\listing_135_image_4.png_20240927_184635.png, images\listing_135_image_5.png_20240927_184637.png, images\listing_135_image_6.png_20240927_184638.png",Apartment for Rent,"PHP5,000",https://www.facebook.com/marketplace/item/914013867445182/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Malolos, PH-03"
"images\listing_136_image_1.png_20240927_184645.png, images\listing_136_image_2.png_20240927_184646.png, images\listing_136_image_3.png_20240927_184648.png, images\listing_136_image_4.png_20240927_184649.png, images\listing_136_image_5.png_20240927_184651.png, images\listing_136_image_6.png_20240927_184652.png, images\listing_136_image_7.png_20240927_184654.png",1 bed 1 bath Flat/apartment,"PHP17,000",https://www.facebook.com/marketplace/item/502348049414636/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Taguig City, NCR"
"images\listing_137_image_1.png_20240927_184700.png, images\listing_137_image_2.png_20240927_184702.png, images\listing_137_image_3.png_20240927_184703.png, images\listing_137_image_4.png_20240927_184705.png, images\listing_137_image_5.png_20240927_184706.png, images\listing_137_image_6.png_20240927_184708.png, images\listing_137_image_7.png_20240927_184710.png, images\listing_137_image_8.png_20240927_184711.png, images\listing_137_image_9.png_20240927_184713.png, images\listing_137_image_10.png_20240927_184714.png",2 Beds 2 Baths Apartment/condo,"PHP55,000",https://www.facebook.com/marketplace/item/1073275714323586/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
images\listing_138_image_1.png_20240927_184719.png,1 Bed 1 Bath Apartment/condo,"PHP7,700,000",https://www.facebook.com/marketplace/item/539820985200607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_139_image_1.png_20240927_184727.png, images\listing_139_image_2.png_20240927_184729.png, images\listing_139_image_3.png_20240927_184730.png, images\listing_139_image_4.png_20240927_184732.png",condo sharing area for rent double bed area air residences makati,"PHP10,000",https://www.facebook.com/marketplace/item/889819529233509/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_140_image_1.png_20240927_184738.png, images\listing_140_image_2.png_20240927_184740.png, images\listing_140_image_3.png_20240927_184741.png, images\listing_140_image_4.png_20240927_184743.png, images\listing_140_image_5.png_20240927_184744.png, images\listing_140_image_6.png_20240927_184746.png",Apartment for rent,"PHP10,000",https://www.facebook.com/marketplace/item/352095737945371/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_141_image_1.png_20240927_184903.png, images\listing_141_image_2.png_20240927_184906.png, images\listing_141_image_3.png_20240927_184908.png, images\listing_141_image_4.png_20240927_184909.png, images\listing_141_image_5.png_20240927_184911.png, images\listing_141_image_6.png_20240927_184912.png, images\listing_141_image_7.png_20240927_184914.png, images\listing_141_image_8.png_20240927_184915.png, images\listing_141_image_9.png_20240927_184917.png, images\listing_141_image_10.png_20240927_184918.png",2 Bedroom AFPOVAI Apartment near BGC Fort Bonifacio,"PHP30,000",https://www.facebook.com/marketplace/item/3894678210850847/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Taguig City, NCR"
"images\listing_142_image_1.png_20240927_185001.png, images\listing_142_image_2.png_20240927_185004.png, images\listing_142_image_3.png_20240927_185006.png, images\listing_142_image_4.png_20240927_185007.png",1 Bed 1 Bath Apartment/condo,"PHP12,000",https://www.facebook.com/marketplace/item/526707220054051/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Las Piñas, NCR"
"images\listing_143_image_1.png_20240927_185014.png, images\listing_143_image_2.png_20240927_185016.png, images\listing_143_image_3.png_20240927_185017.png, images\listing_143_image_4.png_20240927_185019.png, images\listing_143_image_5.png_20240927_185020.png",APARTMENT FOR RENT,"PHP22,000",https://www.facebook.com/marketplace/item/1053837253199849/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Manila, NCR"
"images\listing_144_image_1.png_20240927_185026.png, images\listing_144_image_2.png_20240927_185028.png, images\listing_144_image_3.png_20240927_185029.png, images\listing_144_image_4.png_20240927_185031.png",Apartment for rent,"PHP7,700",https://www.facebook.com/marketplace/item/557067626660041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Taguig City, NCR"
"images\listing_145_image_1.png_20240927_185039.png, images\listing_145_image_2.png_20240927_185040.png, images\listing_145_image_3.png_20240927_185042.png, images\listing_145_image_4.png_20240927_185043.png, images\listing_145_image_5.png_20240927_185045.png, images\listing_145_image_6.png_20240927_185047.png, images\listing_145_image_7.png_20240927_185048.png, images\listing_145_image_8.png_20240927_185050.png",1 Bed 1 Bath Apartment/condo,"PHP90,000",https://www.facebook.com/marketplace/item/1795327637541236/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_146_image_1.png_20240927_185057.png, images\listing_146_image_2.png_20240927_185059.png, images\listing_146_image_3.png_20240927_185100.png, images\listing_146_image_4.png_20240927_185102.png, images\listing_146_image_5.png_20240927_185103.png, images\listing_146_image_6.png_20240927_185105.png, images\listing_146_image_7.png_20240927_185107.png, images\listing_146_image_8.png_20240927_185108.png, images\listing_146_image_9.png_20240927_185110.png, images\listing_146_image_10.png_20240927_185111.png",2 Beds 1 Bath Apartment/condo,"PHP13,000",https://www.facebook.com/marketplace/item/478882445017481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_147_image_1.png_20240927_185118.png, images\listing_147_image_2.png_20240927_185120.png, images\listing_147_image_3.png_20240927_185121.png, images\listing_147_image_4.png_20240927_185123.png, images\listing_147_image_5.png_20240927_185124.png, images\listing_147_image_6.png_20240927_185126.png, images\listing_147_image_7.png_20240927_185127.png, images\listing_147_image_8.png_20240927_185129.png, images\listing_147_image_9.png_20240927_185130.png, images\listing_147_image_10.png_20240927_185132.png",Apartment for Rent Manila,"PHP22,000",https://www.facebook.com/marketplace/item/1085090196478002/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Manila, NCR"
"images\listing_148_image_1.png_20240927_185147.png, images\listing_148_image_2.png_20240927_185149.png, images\listing_148_image_3.png_20240927_185150.png, images\listing_148_image_4.png_20240927_185152.png, images\listing_148_image_5.png_20240927_185153.png, images\listing_148_image_6.png_20240927_185155.png, images\listing_148_image_7.png_20240927_185156.png, images\listing_148_image_8.png_20240927_185158.png",STUDIO- APARTMENT FOR RENT,"PHP10,000",https://www.facebook.com/marketplace/item/413739781681301/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasig, NCR"
"images\listing_149_image_1.png_20240927_185205.png, images\listing_149_image_2.png_20240927_185207.png, images\listing_149_image_3.png_20240927_185208.png, images\listing_149_image_4.png_20240927_185209.png",Shang The Rise 1br condo for rent,"PHP28,000",https://www.facebook.com/marketplace/item/1232106014453218/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_150_image_1.png_20240927_185215.png, images\listing_150_image_2.png_20240927_185217.png, images\listing_150_image_3.png_20240927_185218.png, images\listing_150_image_4.png_20240927_185220.png, images\listing_150_image_5.png_20240927_185221.png, images\listing_150_image_6.png_20240927_185223.png, images\listing_150_image_7.png_20240927_185224.png, images\listing_150_image_8.png_20240927_185226.png, images\listing_150_image_9.png_20240927_185227.png, images\listing_150_image_10.png_20240927_185229.png",apartment for rent,"PHP11,500",https://www.facebook.com/marketplace/item/1580384125939604/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_151_image_1.png_20240927_185235.png, images\listing_151_image_2.png_20240927_185237.png, images\listing_151_image_3.png_20240927_185238.png, images\listing_151_image_4.png_20240927_185240.png, images\listing_151_image_5.png_20240927_185241.png, images\listing_151_image_6.png_20240927_185243.png, images\listing_151_image_7.png_20240927_185244.png, images\listing_151_image_8.png_20240927_185246.png, images\listing_151_image_9.png_20240927_185247.png",Studio 1 bath Flat/apartment,"PHP17,000",https://www.facebook.com/marketplace/item/730792735674275/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_152_image_1.png_20240927_185253.png, images\listing_152_image_2.png_20240927_185255.png, images\listing_152_image_3.png_20240927_185256.png, images\listing_152_image_4.png_20240927_185258.png",STUDIO TYPE APARTMENT FOR RENT,"PHP6,500",https://www.facebook.com/marketplace/item/1029269838870476/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Malabon, NCR"
"images\listing_153_image_1.png_20240927_185305.png, images\listing_153_image_2.png_20240927_185307.png, images\listing_153_image_3.png_20240927_185308.png, images\listing_153_image_4.png_20240927_185310.png, images\listing_153_image_5.png_20240927_185311.png, images\listing_153_image_6.png_20240927_185313.png",Studio 1 Bath Apartment/condo,"PHP10,500",https://www.facebook.com/marketplace/item/454396183988889/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_154_image_1.png_20240927_185320.png, images\listing_154_image_2.png_20240927_185322.png, images\listing_154_image_3.png_20240927_185323.png, images\listing_154_image_4.png_20240927_185325.png, images\listing_154_image_5.png_20240927_185326.png, images\listing_154_image_6.png_20240927_185328.png, images\listing_154_image_7.png_20240927_185329.png, images\listing_154_image_8.png_20240927_185331.png, images\listing_154_image_9.png_20240927_185333.png, images\listing_154_image_10.png_20240927_185334.png",Room for Rent Condo in Makati Kingswood nr Shopwise Pasong Tamo Chino Roces Ayala Circuit RCBC Plaza,"PHP6,000",https://www.facebook.com/marketplace/item/1065414874935910/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_155_image_1.png_20240927_185340.png, images\listing_155_image_2.png_20240927_185342.png, images\listing_155_image_3.png_20240927_185343.png, images\listing_155_image_4.png_20240927_185345.png, images\listing_155_image_5.png_20240927_185346.png, images\listing_155_image_6.png_20240927_185348.png",RGMP Apartment,"PHP15,000",https://www.facebook.com/marketplace/item/316524928130452/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_156_image_1.png_20240927_185429.png, images\listing_156_image_2.png_20240927_185432.png","For Rent Apartment 2-BR Up/Down along wide main road 605 Blumentritt Rd., Sampaloc, Manila nr España","PHP22,500",https://www.facebook.com/marketplace/item/1597321267790575/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Manila, NCR"
images\listing_157_image_1.png_20240927_185437.png,Condo Unit for RENT at Astral Tower,"PHP20,000",https://www.facebook.com/marketplace/item/926737405958397/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Manila, NCR"
"images\listing_158_image_1.png_20240927_185443.png, images\listing_158_image_2.png_20240927_185445.png, images\listing_158_image_3.png_20240927_185446.png, images\listing_158_image_4.png_20240927_185448.png, images\listing_158_image_5.png_20240927_185450.png, images\listing_158_image_6.png_20240927_185451.png, images\listing_158_image_7.png_20240927_185453.png",Studio 1 Bath Apartment/condo,"PHP17,000",https://www.facebook.com/marketplace/item/527561903002691/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasig, NCR"
"images\listing_159_image_1.png_20240927_185459.png, images\listing_159_image_2.png_20240927_185500.png, images\listing_159_image_3.png_20240927_185502.png, images\listing_159_image_4.png_20240927_185504.png, images\listing_159_image_5.png_20240927_185506.png, images\listing_159_image_6.png_20240927_185507.png, images\listing_159_image_7.png_20240927_185509.png, images\listing_159_image_8.png_20240927_185510.png",RENT TO OWN CONDO/ INVESTMENT IN WESTWIND,"PHP8,000",https://www.facebook.com/marketplace/item/501415022622791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_160_image_1.png_20240927_185553.png, images\listing_160_image_2.png_20240927_185556.png, images\listing_160_image_3.png_20240927_185558.png",Apartment for rent 3bedrooms 2bathrooms 123 square meters near robinson acacia saturday viewing,PHP25,https://www.facebook.com/marketplace/item/1587103641882596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Malabon, NCR"
"images\listing_161_image_1.png_20240927_185605.png, images\listing_161_image_2.png_20240927_185607.png","For rent California Garden Sq. Condo, Mandaluyong City",PHP23,https://www.facebook.com/marketplace/item/541918531700254/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_162_image_1.png_20240927_185614.png, images\listing_162_image_2.png_20240927_185616.png, images\listing_162_image_3.png_20240927_185618.png, images\listing_162_image_4.png_20240927_185619.png, images\listing_162_image_5.png_20240927_185621.png, images\listing_162_image_6.png_20240927_185622.png, images\listing_162_image_7.png_20240927_185624.png, images\listing_162_image_8.png_20240927_185625.png",1 Bedroom Apartment Condo-Style (Unit 5),"PHP8,000",https://www.facebook.com/marketplace/item/1059759679111041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_163_image_1.png_20240927_185820.png, images\listing_163_image_2.png_20240927_185822.png, images\listing_163_image_3.png_20240927_185824.png, images\listing_163_image_4.png_20240927_185825.png, images\listing_163_image_5.png_20240927_185827.png, images\listing_163_image_6.png_20240927_185828.png, images\listing_163_image_7.png_20240927_185830.png",Studio Type & 2-Bedroom Apartment for Rent,PHP123,https://www.facebook.com/marketplace/item/1041204074082593/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Baguio City, CAR"
"images\listing_164_image_1.png_20240927_185835.png, images\listing_164_image_2.png_20240927_185837.png",Navotas apartment for rent,"PHP12,000",https://www.facebook.com/marketplace/item/381028107915218/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Navotas, NCR"
"images\listing_165_image_1.png_20240927_185919.png, images\listing_165_image_2.png_20240927_185922.png, images\listing_165_image_3.png_20240927_185924.png, images\listing_165_image_4.png_20240927_185925.png, images\listing_165_image_5.png_20240927_185927.png, images\listing_165_image_6.png_20240927_185928.png, images\listing_165_image_7.png_20240927_185930.png, images\listing_165_image_8.png_20240927_185931.png",MANDALUYONG RENT TO OWN CONDO !,PHP9,https://www.facebook.com/marketplace/item/933906328566479/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_166_image_1.png_20240927_185938.png, images\listing_166_image_2.png_20240927_185939.png, images\listing_166_image_3.png_20240927_185941.png, images\listing_166_image_4.png_20240927_185942.png, images\listing_166_image_5.png_20240927_185944.png, images\listing_166_image_6.png_20240927_185946.png, images\listing_166_image_7.png_20240927_185947.png",2BR CONDO FURNISHED FOR LEASE,"PHP23,000",https://www.facebook.com/marketplace/item/1268829627414179/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Manila, NCR"
"images\listing_168_image_1.png_20240927_190005.png, images\listing_168_image_2.png_20240927_190006.png, images\listing_168_image_3.png_20240927_190008.png, images\listing_168_image_4.png_20240927_190010.png, images\listing_168_image_5.png_20240927_190011.png, images\listing_168_image_6.png_20240927_190013.png, images\listing_168_image_7.png_20240927_190014.png",CONDO FOR RENT AT AVIDA TOWER SUCAT 7th FLOOR,"PHP15,000",https://www.facebook.com/marketplace/item/1102032924649440/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_169_image_1.png_20240927_190056.png, images\listing_169_image_2.png_20240927_190059.png, images\listing_169_image_3.png_20240927_190100.png, images\listing_169_image_4.png_20240927_190102.png, images\listing_169_image_5.png_20240927_190103.png, images\listing_169_image_6.png_20240927_190105.png, images\listing_169_image_7.png_20240927_190106.png",Condo for Rent,"PHP30,000",https://www.facebook.com/marketplace/item/861144769511805/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_170_image_1.png_20240927_190117.png, images\listing_170_image_2.png_20240927_190119.png, images\listing_170_image_3.png_20240927_190120.png, images\listing_170_image_4.png_20240927_190122.png, images\listing_170_image_5.png_20240927_190123.png, images\listing_170_image_6.png_20240927_190125.png, images\listing_170_image_7.png_20240927_190126.png, images\listing_170_image_8.png_20240927_190128.png","1 BEDROOM UNFURNISHED 
Prince Plaza 1 CONDO for RENT 
Fronting Greenbelt 5","PHP26,000",https://www.facebook.com/marketplace/item/1192679045318494/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_171_image_1.png_20240927_190134.png, images\listing_171_image_2.png_20240927_190136.png, images\listing_171_image_3.png_20240927_190138.png, images\listing_171_image_4.png_20240927_190139.png, images\listing_171_image_5.png_20240927_190141.png, images\listing_171_image_6.png_20240927_190142.png, images\listing_171_image_7.png_20240927_190144.png, images\listing_171_image_8.png_20240927_190145.png, images\listing_171_image_9.png_20240927_190147.png, images\listing_171_image_10.png_20240927_190148.png",1BR condo unit in Pasay for rent (Shell Residences),"PHP25,000",https://www.facebook.com/marketplace/item/1032282108340067/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_172_image_1.png_20240927_190155.png, images\listing_172_image_2.png_20240927_190157.png, images\listing_172_image_3.png_20240927_190158.png, images\listing_172_image_4.png_20240927_190200.png, images\listing_172_image_5.png_20240927_190202.png, images\listing_172_image_6.png_20240927_190203.png, images\listing_172_image_7.png_20240927_190205.png, images\listing_172_image_8.png_20240927_190206.png, images\listing_172_image_9.png_20240927_190208.png, images\listing_172_image_10.png_20240927_190209.png",Fully Furnished 1BR Condo For Rent at Forbeswood Heights Burgos Circle,"PHP35,000",https://www.facebook.com/marketplace/item/1149501296351162/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_173_image_1.png_20240927_190253.png, images\listing_173_image_2.png_20240927_190255.png, images\listing_173_image_3.png_20240927_190256.png, images\listing_173_image_4.png_20240927_190258.png",Apartment,"PHP3,500",https://www.facebook.com/marketplace/item/3864583657143266/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
