image_paths,title,price,post_url,location
"images\listing_272_image_1.png_20240927_134726.png, images\listing_272_image_2.png_20240927_134729.png, images\listing_272_image_3.png_20240927_134731.png, images\listing_272_image_4.png_20240927_134733.png, images\listing_272_image_5.png_20240927_134734.png, images\listing_272_image_6.png_20240927_134736.png, images\listing_272_image_7.png_20240927_134737.png, images\listing_272_image_8.png_20240927_134739.png, images\listing_272_image_9.png_20240927_134740.png","House (Old) & Lot for Sale at Prime Location near St Jude Church, Malacañang",PHP11,https://www.facebook.com/marketplace/item/1043121554155314/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_273_image_1.png_20240927_134746.png, images\listing_273_image_2.png_20240927_134747.png, images\listing_273_image_3.png_20240927_134749.png, images\listing_273_image_4.png_20240927_134751.png","Lot For Sale 180 sqm sampaloc manila good for apartment or boarding house.  One ride to morayta,quia",PHP10,https://www.facebook.com/marketplace/item/2174835266230820/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_274_image_1.png_20240927_134757.png, images\listing_274_image_2.png_20240927_134759.png, images\listing_274_image_3.png_20240927_134801.png, images\listing_274_image_4.png_20240927_134802.png, images\listing_274_image_5.png_20240927_134803.png, images\listing_274_image_6.png_20240927_134805.png, images\listing_274_image_7.png_20240927_134806.png, images\listing_274_image_8.png_20240927_134808.png, images\listing_274_image_9.png_20240927_134810.png, images\listing_274_image_10.png_20240927_134811.png",Brand New House and Lot for Sale in Greenwoods Executive Village,PHP15,https://www.facebook.com/marketplace/item/501345426216757/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_275_image_1.png_20240927_134817.png, images\listing_275_image_2.png_20240927_134819.png, images\listing_275_image_3.png_20240927_134820.png","FOR SALE HOUSE AND LOT IN BRGY. ROXAS DISTRICT, Q.C. 213.40 SQM","PHP20,000,000",https://www.facebook.com/marketplace/item/890671666309676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_276_image_1.png_20240927_134901.png, images\listing_276_image_2.png_20240927_134904.png, images\listing_276_image_3.png_20240927_134906.png, images\listing_276_image_4.png_20240927_134907.png, images\listing_276_image_5.png_20240927_134909.png, images\listing_276_image_6.png_20240927_134910.png, images\listing_276_image_7.png_20240927_134912.png","118SQM Old House & Lot for Sale - MANDALUYONG PLAINVIEW BONI | 8 MINS TO to SHANG, BGC & ROCKWELL",PHP19,https://www.facebook.com/marketplace/item/1047003443495871/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_277_image_1.png_20240927_134918.png, images\listing_277_image_2.png_20240927_134920.png, images\listing_277_image_3.png_20240927_134921.png, images\listing_277_image_4.png_20240927_134923.png",Amparo Subdivision | House and Lot For Sale & Rent - #7652,"PHP12,500,000",https://www.facebook.com/marketplace/item/503125909249070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_279_image_1.png_20240927_134938.png, images\listing_279_image_2.png_20240927_134940.png, images\listing_279_image_3.png_20240927_134941.png, images\listing_279_image_4.png_20240927_134943.png, images\listing_279_image_5.png_20240927_134944.png, images\listing_279_image_6.png_20240927_134946.png, images\listing_279_image_7.png_20240927_134947.png, images\listing_279_image_8.png_20240927_134949.png, images\listing_279_image_9.png_20240927_134950.png, images\listing_279_image_10.png_20240927_134952.png","20ftr container van
For office . House. Barracks",PHP150,https://www.facebook.com/marketplace/item/873788580815830/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_280_image_1.png_20240927_134958.png, images\listing_280_image_2.png_20240927_135000.png, images\listing_280_image_3.png_20240927_135001.png, images\listing_280_image_4.png_20240927_135003.png, images\listing_280_image_5.png_20240927_135004.png, images\listing_280_image_6.png_20240927_135006.png, images\listing_280_image_7.png_20240927_135008.png, images\listing_280_image_8.png_20240927_135009.png, images\listing_280_image_9.png_20240927_135011.png, images\listing_280_image_10.png_20240927_135012.png",6 bedroom house and lot in Ayala Alabang for sale,PHP460,https://www.facebook.com/marketplace/item/1426946451160473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_281_image_1.png_20240927_135019.png, images\listing_281_image_2.png_20240927_135020.png, images\listing_281_image_3.png_20240927_135022.png, images\listing_281_image_4.png_20240927_135024.png, images\listing_281_image_5.png_20240927_135025.png, images\listing_281_image_6.png_20240927_135027.png, images\listing_281_image_7.png_20240927_135028.png",1 Bed 1 Bath - House,"PHP39,000",https://www.facebook.com/marketplace/item/8792301137455328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_282_image_1.png_20240927_135034.png, images\listing_282_image_2.png_20240927_135036.png, images\listing_282_image_3.png_20240927_135038.png, images\listing_282_image_4.png_20240927_135039.png","🔆Prime Lot w/ Old House in Montojo St. Sta Cruz , Makati City",PHP34,https://www.facebook.com/marketplace/item/1274825383957869/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_283_image_1.png_20240927_135045.png,3 Storey  House And Lot For Sale,PHP2,https://www.facebook.com/marketplace/item/1040796407663611/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_284_image_1.png_20240927_135050.png,Pre Selling house and lot ni cavite ,"PHP588,000",https://www.facebook.com/marketplace/item/345948545116233/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_285_image_1.png_20240927_135057.png, images\listing_285_image_2.png_20240927_135058.png, images\listing_285_image_3.png_20240927_135100.png, images\listing_285_image_4.png_20240927_135101.png, images\listing_285_image_5.png_20240927_135103.png, images\listing_285_image_6.png_20240927_135104.png, images\listing_285_image_7.png_20240927_135106.png, images\listing_285_image_8.png_20240927_135108.png, images\listing_285_image_9.png_20240927_135109.png, images\listing_285_image_10.png_20240927_135111.png",House & Lot Near SM Bicutan,PHP12,https://www.facebook.com/marketplace/item/1021261279189948/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_286_image_1.png_20240927_135115.png,House and Lot for Sale,"PHP1,600,000",https://www.facebook.com/marketplace/item/1041574680953897/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_287_image_1.png_20240927_135121.png, images\listing_287_image_2.png_20240927_135123.png, images\listing_287_image_3.png_20240927_135124.png, images\listing_287_image_4.png_20240927_135126.png, images\listing_287_image_5.png_20240927_135127.png, images\listing_287_image_6.png_20240927_135129.png, images\listing_287_image_7.png_20240927_135131.png, images\listing_287_image_8.png_20240927_135132.png, images\listing_287_image_9.png_20240927_135134.png, images\listing_287_image_10.png_20240927_135136.png","Brandnew house and lot along congressional ave., qc",PHP17,https://www.facebook.com/marketplace/item/1003612781030203/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"San Juan, NCR"
"images\listing_289_image_1.png_20240927_135158.png, images\listing_289_image_2.png_20240927_135200.png, images\listing_289_image_3.png_20240927_135201.png, images\listing_289_image_4.png_20240927_135203.png","House and Lot For Sale: Lancaster, Imus Cavite","PHP2,500,000",https://www.facebook.com/marketplace/item/414391977984124/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_290_image_1.png_20240927_135208.png,House and lot ,PHP5,https://www.facebook.com/marketplace/item/391470843839335/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_292_image_1.png_20240927_135218.png, images\listing_292_image_2.png_20240927_135219.png, images\listing_292_image_3.png_20240927_135221.png, images\listing_292_image_4.png_20240927_135223.png, images\listing_292_image_5.png_20240927_135224.png, images\listing_292_image_6.png_20240927_135226.png, images\listing_292_image_7.png_20240927_135228.png, images\listing_292_image_8.png_20240927_135229.png, images\listing_292_image_9.png_20240927_135230.png, images\listing_292_image_10.png_20240927_135232.png",RENT TO OWN HOUSE AND LOT,"PHP1,400,000",https://www.facebook.com/marketplace/item/1240247707289794/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_293_image_1.png_20240927_135238.png, images\listing_293_image_2.png_20240927_135240.png, images\listing_293_image_3.png_20240927_135242.png, images\listing_293_image_4.png_20240927_135244.png, images\listing_293_image_5.png_20240927_135247.png, images\listing_293_image_6.png_20240927_135248.png, images\listing_293_image_7.png_20240927_135250.png, images\listing_293_image_8.png_20240927_135252.png, images\listing_293_image_9.png_20240927_135253.png, images\listing_293_image_10.png_20240927_135255.png",House & Lot Merville Parañaque,PHP60,https://www.facebook.com/marketplace/item/1174348727145671/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_294_image_1.png_20240927_135336.png, images\listing_294_image_2.png_20240927_135338.png, images\listing_294_image_3.png_20240927_135340.png, images\listing_294_image_4.png_20240927_135342.png, images\listing_294_image_5.png_20240927_135343.png, images\listing_294_image_6.png_20240927_135345.png, images\listing_294_image_7.png_20240927_135346.png, images\listing_294_image_8.png_20240927_135348.png, images\listing_294_image_9.png_20240927_135349.png",House,"PHP3,700,000",https://www.facebook.com/marketplace/item/536948768889118/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_295_image_1.png_20240927_135355.png, images\listing_295_image_2.png_20240927_135357.png, images\listing_295_image_3.png_20240927_135358.png",House and lot,PHP35,https://www.facebook.com/marketplace/item/855801089464561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_296_image_1.png_20240927_135439.png, images\listing_296_image_2.png_20240927_135443.png, images\listing_296_image_3.png_20240927_135445.png",House and lot for sale Gagalangin area,PHP12,https://www.facebook.com/marketplace/item/792462546105038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_297_image_1.png_20240927_135451.png, images\listing_297_image_2.png_20240927_135452.png",GAGALANGIN HOUSE AND LOT FOR SALE,PHP18,https://www.facebook.com/marketplace/item/1721394298678437/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_298_image_1.png_20240927_135459.png, images\listing_298_image_2.png_20240927_135501.png, images\listing_298_image_3.png_20240927_135502.png, images\listing_298_image_4.png_20240927_135504.png, images\listing_298_image_5.png_20240927_135505.png",Modern house and lot,PHP8,https://www.facebook.com/marketplace/item/8597799713603636/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_299_image_1.png_20240927_135511.png,Forbes Park Village House for Sale,"PHP610,000",https://www.facebook.com/marketplace/item/402714469537157/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_300_image_1.png_20240927_135517.png, images\listing_300_image_2.png_20240927_135519.png, images\listing_300_image_3.png_20240927_135520.png, images\listing_300_image_4.png_20240927_135522.png, images\listing_300_image_5.png_20240927_135523.png, images\listing_300_image_6.png_20240927_135525.png",malabon house and lot,"PHP4,700,000",https://www.facebook.com/marketplace/item/551643000619011/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_301_image_1.png_20240927_135541.png, images\listing_301_image_2.png_20240927_135542.png",House for rent,PHP9,https://www.facebook.com/marketplace/item/302229856247617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_302_image_1.png_20240927_135549.png, images\listing_302_image_2.png_20240927_135550.png",84 sqm house in Caloocan,PHP32,https://www.facebook.com/marketplace/item/1331612314887371/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Caloocan City, NCR"
"images\listing_303_image_1.png_20240927_135600.png, images\listing_303_image_2.png_20240927_135602.png",House and lot,"PHP1,448,160",https://www.facebook.com/marketplace/item/532204212549558/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_304_image_1.png_20240927_135607.png, images\listing_304_image_2.png_20240927_135609.png, images\listing_304_image_3.png_20240927_135611.png, images\listing_304_image_4.png_20240927_135612.png, images\listing_304_image_5.png_20240927_135614.png, images\listing_304_image_6.png_20240927_135616.png, images\listing_304_image_7.png_20240927_135617.png, images\listing_304_image_8.png_20240927_135619.png, images\listing_304_image_9.png_20240927_135620.png, images\listing_304_image_10.png_20240927_135622.png",BF HOMES HOUSE FOR SALE,PHP2,https://www.facebook.com/marketplace/item/1186304705926419/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
